workerid,proliferate.condition,adj,adj_tr,label,object,response,rt,slide_number_in_experiment,trial_type,error
919,condition1,green,yeşil,frog_spotted_green,frog,[0.2],2986,30,,
919,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],3557,31,,
919,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.14],4903,32,,
919,condition1,colored,renkli,picture_colored_rectangular,picture,[0.01],9199,33,,
919,condition1,triangular,üçgen,earring_big_triangular,earring,[0],5096,34,,
919,condition1,straight,düz,hair_straight_blond,hair,[0],3103,35,,
919,condition1,metal,metal,spoon_metal_clean,spoon,[0],6747,36,,
919,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.48],5402,37,,
919,condition1,red,kırmızı,frog_spotted_red,frog,[0.25],4018,38,,
919,condition1,clean,temiz,spoon_metal_clean,spoon,[0.48],6791,39,,
919,condition1,blond,sarı,hair_curly_blonde,hair,[0.22],3329,40,,
919,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],6250,41,,
919,condition1,short,kısa,pencil_short_black,pencil,[0.81],10745,42,,
919,condition1,long,uzun,pencil_long_black,pencil,[0.84],4232,43,,
919,condition1,old,yaşlı,man_old_bearded,man,[0.71],5245,44,,
919,condition1,glossy,parlak,nails_black_glossy,nails,[0.27],7302,45,,
919,condition1,small,küçük,bottle_glass_small,bottle,[0.7],3680,46,,
919,condition1,closed,kapalı,box_closed_cardboard,box,[0],3526,47,,
919,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0],5043,48,,
925,condition1,,,,beyaz,Beyaz,0,1,bot_check,
925,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.91],12582,3,,
925,condition1,open,açık,box_open_cardboard,box,[0.94],5224,4,,
925,condition1,sad,mutsuz,woman_old_sad,woman,[0.46],3144,5,,
925,condition1,big,büyük,bottle_glass_big,bottle,[0.14],3269,6,,
925,condition1,small,küçük,bottle_glass_small,bottle,[0.19],1893,7,,
925,condition1,clean,temiz,spoon_metal_clean,spoon,[0.76],2818,8,,
925,condition1,old,yaşlı,man_old_bearded,man,[0.91],2852,9,,
925,condition1,wet,ıslak,shorts_wet_green,shorts,[0.04],4688,10,,
925,condition1,metal,metal,spoon_metal_clean,spoon,[0],1984,11,,
925,condition1,striped,çizgili,frog_striped_green,frog,[0.49],2392,12,,
925,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.02],3795,13,,
925,condition1,red,kırmızı,frog_spotted_red,frog,[0.98],5338,14,,
925,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.92],2458,15,,
925,condition1,young,genç,man_young_bearded,man,[0.96],4403,16,,
925,condition1,blue,mavi,pencil_long_blue,pencil,[0.01],3693,17,,
925,condition1,cardboard,karton,box_closed_cardboard,box,[0.01],2434,18,,
925,condition1,square,kare,picture_bw_square,picture,[0.51],2126,19,,
925,condition1,green,yeşil,frog_spotted_green,frog,[0.49],2335,20,,
925,condition1,straight,düz,hair_straight_blond,hair,[0.78],3660,21,,
925,condition1,high,yüksek,table_metal_high,table,[0.78],2385,22,,
925,condition1,round,yuvarlak,earring_big_round,earring,[0.19],6388,23,,
925,condition1,blond,sarı,hair_curly_blonde,hair,[0.69],2733,24,,
925,condition1,glass,cam,bottle_glass_big,bottle,[0.01],5787,25,,
925,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.7],8870,26,,
925,condition1,long,uzun,pencil_long_black,pencil,[0.5],22583,27,,
925,condition1,brown,kahverengi,hair_curly_brown,hair,[0.45],2210,28,,
925,condition1,bearded,sakallı,man_old_bearded,man,[0.01],4622,29,,
925,condition1,colored,renkli,picture_colored_rectangular,picture,[0.89],3695,30,,
925,condition1,low,alçak,table_metal_low,table,[0.9],2328,31,,
925,condition1,matte,mat,nails_black_matte,nails,[0.93],3003,32,,
925,condition1,closed,kapalı,box_closed_cardboard,box,[0.95],2401,33,,
925,condition1,fat,şişman,woman2_happy_fat,woman,[0.93],2502,34,,
925,condition1,black,siyah,nails_black_glossy,nails,[0.88],2286,35,,
925,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.9],3319,36,,
925,condition1,spotted,benekli,frog_spotted_green,frog,[0.83],2400,37,,
925,condition1,dry,kuru,shorts_dry_green,shorts,[0.96],2350,38,,
925,condition1,glossy,parlak,nails_black_glossy,nails,[0.94],2211,39,,
925,condition1,triangular,üçgen,earring_big_triangular,earring,[0.94],3685,40,,
925,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.91],2211,41,,
925,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0.07],4774,42,,
925,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0.86],13523,43,,
925,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.05],3467,44,,
925,condition1,short,kısa,pencil_short_black,pencil,[0.94],2311,45,,
925,condition1,happy,mutlu,woman_old_happy,woman,[0.95],2470,46,,
925,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.02],4079,47,,
925,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.17],3789,48,,
957,condition1,,,,beyaz,beyaz,0,1,bot_check,
957,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.99],10074,3,,
957,condition1,happy,mutlu,woman_old_happy,woman,[0.98],4531,4,,
957,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.01],3986,5,,
957,condition1,green,yeşil,frog_spotted_green,frog,[0.74],3771,6,,
957,condition1,sad,mutsuz,woman_old_sad,woman,[0.98],3456,7,,
957,condition1,square,kare,picture_bw_square,picture,[0.02],3948,8,,
957,condition1,striped,çizgili,frog_striped_green,frog,[0.56],4880,9,,
957,condition1,high,yüksek,table_metal_high,table,[0.8],5447,10,,
957,condition1,fat,şişman,woman2_happy_fat,woman,[0.85],3011,11,,
957,condition1,old,yaşlı,man_old_bearded,man,[0.6],5482,12,,
957,condition1,blond,sarı,hair_curly_blonde,hair,[0.57],3451,13,,
957,condition1,triangular,üçgen,earring_big_triangular,earring,[0.01],3570,14,,
957,condition1,big,büyük,bottle_glass_big,bottle,[0.93],2903,15,,
957,condition1,cardboard,karton,box_closed_cardboard,box,[0],6256,16,,
957,condition1,bearded,sakallı,man_old_bearded,man,[0.16],6478,17,,
957,condition1,open,açık,box_open_cardboard,box,[0.49],6503,18,,
957,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.01],4123,19,,
957,condition1,small,küçük,bottle_glass_small,bottle,[0.99],3194,20,,
957,condition1,round,yuvarlak,earring_big_round,earring,[0],3060,21,,
957,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],2809,22,,
957,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.74],2929,23,,
957,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.01],3174,24,,
957,condition1,low,alçak,table_metal_low,table,[0.94],3141,25,,
957,condition1,straight,düz,hair_straight_blond,hair,[0.03],4560,26,,
957,condition1,glass,cam,bottle_glass_big,bottle,[0.02],2945,27,,
957,condition1,closed,kapalı,box_closed_cardboard,box,[0.49],3852,28,,
957,condition1,blue,mavi,pencil_long_blue,pencil,[0.48],4011,29,,
957,condition1,short,kısa,pencil_short_black,pencil,[0.99],4323,30,,
957,condition1,glossy,parlak,nails_black_glossy,nails,[0.64],3536,31,,
957,condition1,young,genç,man_young_bearded,man,[0.68],2550,32,,
957,condition1,spotted,benekli,frog_spotted_green,frog,[0.01],7125,33,,
957,condition1,colored,renkli,picture_colored_rectangular,picture,[0.48],5928,34,,
957,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0.02],2880,35,,
957,condition1,metal,metal,spoon_metal_clean,spoon,[0.02],2854,36,,
957,condition1,wet,ıslak,shorts_wet_green,shorts,[0.38],4375,37,,
957,condition1,red,kırmızı,frog_spotted_red,frog,[0.59],2893,38,,
957,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.11],2738,39,,
957,condition1,black,siyah,nails_black_glossy,nails,[0.49],3215,40,,
957,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0],3341,41,,
957,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0.97],5747,42,,
957,condition1,matte,mat,nails_black_matte,nails,[0.69],2945,43,,
957,condition1,clean,temiz,spoon_metal_clean,spoon,[0.78],3655,44,,
957,condition1,long,uzun,pencil_long_black,pencil,[0.83],3634,45,,
957,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.01],2948,46,,
957,condition1,dry,kuru,shorts_dry_green,shorts,[0.03],3679,47,,
957,condition1,brown,kahverengi,hair_curly_brown,hair,[0.45],3773,48,,
918,condition1,,,,beyaz,Beyaz,0,1,bot_check,
918,condition1,blue,mavi,pencil_long_blue,pencil,[0.77],7292,3,,
918,condition1,wet,ıslak,shorts_wet_green,shorts,[0.79],3010,4,,
918,condition1,cardboard,karton,box_closed_cardboard,box,[0.03],4078,5,,
918,condition1,skinny,zayıf,woman2_happy_skinny,woman,[1],2805,6,,
918,condition1,round,yuvarlak,earring_big_round,earring,[0.53],2205,7,,
918,condition1,black,siyah,nails_black_glossy,nails,[0.56],2531,8,,
918,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.04],2555,9,,
918,condition1,closed,kapalı,box_closed_cardboard,box,[0.41],2492,10,,
918,condition1,triangular,üçgen,earring_big_triangular,earring,[0.08],2534,11,,
918,condition1,colored,renkli,picture_colored_rectangular,picture,[0.49],2629,12,,
918,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.02],2126,13,,
918,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.5],1937,14,,
918,condition1,glossy,parlak,nails_black_glossy,nails,[0.66],2688,15,,
918,condition1,green,yeşil,frog_spotted_green,frog,[0.57],1888,16,,
918,condition1,fat,şişman,woman2_happy_fat,woman,[0.98],2423,17,,
918,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.31],2723,18,,
918,condition1,metal,metal,spoon_metal_clean,spoon,[0.05],2239,19,,
918,condition1,spotted,benekli,frog_spotted_green,frog,[0.26],2845,20,,
918,condition1,clean,temiz,spoon_metal_clean,spoon,[0.58],2468,21,,
918,condition1,straight,düz,hair_straight_blond,hair,[0.53],2249,22,,
918,condition1,open,açık,box_open_cardboard,box,[0.2],1789,23,,
918,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.41],1792,24,,
918,condition1,brown,kahverengi,hair_curly_brown,hair,[0.53],2218,25,,
918,condition1,sad,mutsuz,woman_old_sad,woman,[0.84],3471,26,,
918,condition1,bearded,sakallı,man_old_bearded,man,[0.2],2635,27,,
918,condition1,square,kare,picture_bw_square,picture,[0],3421,28,,
918,condition1,blond,sarı,hair_curly_blonde,hair,[0.41],2543,29,,
918,condition1,high,yüksek,table_metal_high,table,[0.76],3151,30,,
918,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.15],1832,31,,
918,condition1,matte,mat,nails_black_matte,nails,[0.73],2583,32,,
918,condition1,happy,mutlu,woman_old_happy,woman,[0.95],2089,33,,
918,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.15],2215,34,,
918,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],4151,35,,
918,condition1,glass,cam,bottle_glass_big,bottle,[0.1],1920,36,,
918,condition1,striped,çizgili,frog_striped_green,frog,[0.31],1700,37,,
918,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0.47],2315,38,,
918,condition1,old,yaşlı,man_old_bearded,man,[0.75],6907,39,,
918,condition1,big,büyük,bottle_glass_big,bottle,[0.64],2152,40,,
918,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.09],6103,41,,
918,condition1,dry,kuru,shorts_dry_green,shorts,[0.3],2347,42,,
918,condition1,long,uzun,pencil_long_black,pencil,[0.86],2153,43,,
918,condition1,red,kırmızı,frog_spotted_red,frog,[0.44],1997,44,,
918,condition1,low,alçak,table_metal_low,table,[0.85],1872,45,,
918,condition1,young,genç,man_young_bearded,man,[0.97],2839,46,,
918,condition1,short,kısa,pencil_short_black,pencil,[0.82],2931,47,,
918,condition1,small,küçük,bottle_glass_small,bottle,[0.85],1535,48,,
901,condition1,,,,beyaz,beyaz,0,1,bot_check,
901,condition1,brown,kahverengi,hair_curly_brown,hair,[0.49],110607,3,,
901,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.01],5926,4,,
901,condition1,low,alçak,table_metal_low,table,[0.49],7115,5,,
901,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.5],5570,6,,
901,condition1,glass,cam,bottle_glass_big,bottle,[0.02],3795,7,,
901,condition1,glossy,parlak,nails_black_glossy,nails,[0.49],5219,8,,
901,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],2971,9,,
901,condition1,striped,çizgili,frog_striped_green,frog,[0.02],3631,10,,
901,condition1,open,açık,box_open_cardboard,box,[0.49],9490,11,,
901,condition1,fat,şişman,woman2_happy_fat,woman,[0.97],5135,12,,
901,condition1,triangular,üçgen,earring_big_triangular,earring,[0.02],2339,13,,
901,condition1,dry,kuru,shorts_dry_green,shorts,[0.99],4055,14,,
901,condition1,green,yeşil,frog_spotted_green,frog,[0.49],5863,15,,
901,condition1,high,yüksek,table_metal_high,table,[0.98],5795,16,,
901,condition1,short,kısa,pencil_short_black,pencil,[0.5],4139,17,,
901,condition1,closed,kapalı,box_closed_cardboard,box,[0.02],5210,18,,
901,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.03],3927,19,,
901,condition1,round,yuvarlak,earring_big_round,earring,[0.03],2731,20,,
901,condition1,black,siyah,nails_black_glossy,nails,[0.02],3379,21,,
901,condition1,happy,mutlu,woman_old_happy,woman,[0.96],2891,22,,
901,condition1,big,büyük,bottle_glass_big,bottle,[0.97],2736,23,,
901,condition1,spotted,benekli,frog_spotted_green,frog,[0.48],3767,24,,
901,condition1,colored,renkli,picture_colored_rectangular,picture,[0.98],3827,25,,
901,condition1,matte,mat,nails_black_matte,nails,[0.02],3587,26,,
901,condition1,red,kırmızı,frog_spotted_red,frog,[0.51],2963,27,,
901,condition1,bearded,sakallı,man_old_bearded,man,[0.01],3387,28,,
901,condition1,small,küçük,bottle_glass_small,bottle,[0.96],2648,29,,
901,condition1,blue,mavi,pencil_long_blue,pencil,[0.5],3175,30,,
901,condition1,sad,mutsuz,woman_old_sad,woman,[0.98],2406,31,,
901,condition1,clean,temiz,spoon_metal_clean,spoon,[0.99],3127,32,,
901,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0.03],2844,33,,
901,condition1,old,yaşlı,man_old_bearded,man,[1],1903,34,,
901,condition1,metal,metal,spoon_metal_clean,spoon,[0.03],1984,35,,
901,condition1,blond,sarı,hair_curly_blonde,hair,[0.51],3239,36,,
901,condition1,cardboard,karton,box_closed_cardboard,box,[0.02],2331,37,,
901,condition1,long,uzun,pencil_long_black,pencil,[0.99],2404,38,,
901,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.03],2843,39,,
901,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.97],1951,40,,
901,condition1,square,kare,picture_bw_square,picture,[0.01],2948,41,,
901,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.02],3971,42,,
901,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.97],3951,43,,
901,condition1,straight,düz,hair_straight_blond,hair,[0.99],3259,44,,
901,condition1,young,genç,man_young_bearded,man,[0.99],1787,45,,
901,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.03],2956,46,,
901,condition1,wet,ıslak,shorts_wet_green,shorts,[0.54],3387,47,,
901,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0.03],2591,48,,
912,condition1,,,,beyaz,Beyaz,0,1,bot_check,
912,condition1,matte,mat,nails_black_matte,nails,[0.75],20444,3,,
912,condition1,square,kare,picture_bw_square,picture,[1],6907,4,,
912,condition1,short,kısa,pencil_short_black,pencil,[0.97],96480,5,,
912,condition1,sad,mutsuz,woman_old_sad,woman,[0.97],5700,6,,
912,condition1,spotted,benekli,frog_spotted_green,frog,[0.02],4699,7,,
912,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.01],4049,8,,
912,condition1,closed,kapalı,box_closed_cardboard,box,[0.97],3099,9,,
912,condition1,wet,ıslak,shorts_wet_green,shorts,[0.99],3600,10,,
912,condition1,glossy,parlak,nails_black_glossy,nails,[0.97],3283,11,,
912,condition1,fat,şişman,woman2_happy_fat,woman,[0.44],4384,12,,
912,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.53],3066,13,,
912,condition1,colored,renkli,picture_colored_rectangular,picture,[0.76],6983,14,,
912,condition1,bearded,sakallı,man_old_bearded,man,[0.02],3967,15,,
912,condition1,green,yeşil,frog_spotted_green,frog,[0.33],4303,16,,
912,condition1,old,yaşlı,man_old_bearded,man,[0.64],6348,17,,
912,condition1,high,yüksek,table_metal_high,table,[0.2],6698,18,,
912,condition1,clean,temiz,spoon_metal_clean,spoon,[0.9],5249,19,,
912,condition1,metal,metal,spoon_metal_clean,spoon,[0.02],4587,20,,
912,condition1,straight,düz,hair_straight_blond,hair,[0.53],6634,21,,
912,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.32],7296,22,,
912,condition1,small,küçük,bottle_glass_small,bottle,[0.35],3868,23,,
912,condition1,triangular,üçgen,earring_big_triangular,earring,[0.08],2731,24,,
912,condition1,young,genç,man_young_bearded,man,[0.95],4970,25,,
912,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0.04],2382,26,,
912,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0.29],3380,27,,
912,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.88],4218,28,,
912,condition1,brown,kahverengi,hair_curly_brown,hair,[0.47],3452,29,,
912,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.55],3968,30,,
912,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0.09],3897,31,,
912,condition1,blond,sarı,hair_curly_blonde,hair,[0.23],4137,32,,
912,condition1,black,siyah,nails_black_glossy,nails,[0.4],3807,33,,
912,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.25],3621,34,,
912,condition1,cardboard,karton,box_closed_cardboard,box,[0.13],2831,35,,
912,condition1,open,açık,box_open_cardboard,box,[0.87],2549,36,,
912,condition1,big,büyük,bottle_glass_big,bottle,[0.19],3633,37,,
912,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0.16],3684,38,,
912,condition1,round,yuvarlak,earring_big_round,earring,[0.1],29285,39,,
912,condition1,long,uzun,pencil_long_black,pencil,[0.07],16257,40,,
912,condition1,red,kırmızı,frog_spotted_red,frog,[0.7],7893,41,,
912,condition1,happy,mutlu,woman_old_happy,woman,[0.87],4331,42,,
912,condition1,striped,çizgili,frog_striped_green,frog,[0.26],3069,43,,
912,condition1,dry,kuru,shorts_dry_green,shorts,[0.84],5147,44,,
912,condition1,glass,cam,bottle_glass_big,bottle,[0.12],2800,45,,
912,condition1,low,alçak,table_metal_low,table,[0.82],4244,46,,
912,condition1,blue,mavi,pencil_long_blue,pencil,[0.34],3976,47,,
912,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.13],3829,48,,
915,condition1,,,,beyaz,Beyaz,0,1,bot_check,
915,condition1,closed,kapalı,box_closed_cardboard,box,[0.44],48264,3,,
915,condition1,glossy,parlak,nails_black_glossy,nails,[0.41],38036,4,,
915,condition1,clean,temiz,spoon_metal_clean,spoon,[0.59],23283,5,,
915,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.2],32337,6,,
915,condition1,old,yaşlı,man_old_bearded,man,[0.22],11691,7,,
915,condition1,small,küçük,bottle_glass_small,bottle,[0.56],42682,8,,
915,condition1,glass,cam,bottle_glass_big,bottle,[1],42088,9,,
915,condition1,cardboard,karton,box_closed_cardboard,box,[1],12409,10,,
915,condition1,matte,mat,nails_black_matte,nails,[0.25],19565,11,,
915,condition1,metal,metal,spoon_metal_clean,spoon,[0],38694,12,,
915,condition1,brown,kahverengi,hair_curly_brown,hair,[0.17],9080,13,,
915,condition1,straight,düz,hair_straight_blond,hair,[0.06],7298,14,,
915,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.65],17800,15,,
915,condition1,spotted,benekli,frog_spotted_green,frog,[0],6490,16,,
915,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0],7058,17,,
915,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.08],9387,18,,
915,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.8],9017,19,,
915,condition1,red,kırmızı,frog_spotted_red,frog,[0.07],6786,20,,
915,condition1,blue,mavi,pencil_long_blue,pencil,[0.1],3589,21,,
915,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],5339,22,,
915,condition1,wet,ıslak,shorts_wet_green,shorts,[0.12],6902,23,,
915,condition1,blond,sarı,hair_curly_blonde,hair,[0.09],3636,24,,
915,condition1,high,yüksek,table_metal_high,table,[0.32],7904,25,,
915,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0],3902,26,,
915,condition1,fat,şişman,woman2_happy_fat,woman,[0.78],2923,27,,
915,condition1,sad,mutsuz,woman_old_sad,woman,[0.25],12939,28,,
915,condition1,young,genç,man_young_bearded,man,[0.2],4817,29,,
915,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],6363,30,,
915,condition1,black,siyah,nails_black_glossy,nails,[0],4166,31,,
915,condition1,dry,kuru,shorts_dry_green,shorts,[0.08],6799,32,,
915,condition1,low,alçak,table_metal_low,table,[0.22],7384,33,,
915,condition1,happy,mutlu,woman_old_happy,woman,[0.24],7638,34,,
915,condition1,big,büyük,bottle_glass_big,bottle,[0.27],4219,35,,
915,condition1,green,yeşil,frog_spotted_green,frog,[0.07],5222,36,,
915,condition1,round,yuvarlak,earring_big_round,earring,[0],8176,37,,
915,condition1,bearded,sakallı,man_old_bearded,man,[0.19],6294,38,,
915,condition1,short,kısa,pencil_short_black,pencil,[0.28],5712,39,,
915,condition1,colored,renkli,picture_colored_rectangular,picture,[0.29],6582,40,,
915,condition1,triangular,üçgen,earring_big_triangular,earring,[0],4072,41,,
915,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.05],5478,42,,
915,condition1,long,uzun,pencil_long_black,pencil,[0.28],4608,43,,
915,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],4888,44,,
915,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0],7180,45,,
915,condition1,open,açık,box_open_cardboard,box,[0.35],11648,46,,
915,condition1,square,kare,picture_bw_square,picture,[0],3916,47,,
915,condition1,striped,çizgili,frog_striped_green,frog,[0],4163,48,,
907,condition1,,,,beyaz,beyaz,0,1,bot_check,
907,condition1,plastic,plastik,bottle_plastic_big,bottle,[0],152280,3,,
907,condition1,glass,cam,bottle_glass_big,bottle,[0],3598,4,,
907,condition1,green,yeşil,frog_spotted_green,frog,[0.38],11024,5,,
907,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0],3420,6,,
907,condition1,black and white,siyah beyaz,picture_bw_rectangular,picture,[0],2305,7,,
907,condition1,long,uzun,pencil_long_black,pencil,[0.76],3981,8,,
907,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.64],3277,9,,
907,condition1,young,genç,man_young_bearded,man,[0.83],2229,10,,
907,condition1,sad,mutsuz,woman_old_sad,woman,[0.83],2115,11,,
907,condition1,spotted,benekli,frog_spotted_green,frog,[0.28],4569,12,,
907,condition1,small,küçük,bottle_glass_small,bottle,[0.8],2428,13,,
907,condition1,old,yaşlı,man_old_bearded,man,[0.86],2842,14,,
907,condition1,rectangular,dikdörtgen,picture_bw_rectangular,picture,[0],2789,15,,
907,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0],3435,16,,
907,condition1,triangular,üçgen,earring_big_triangular,earring,[0],2273,17,,
907,condition1,cardboard,karton,box_closed_cardboard,box,[0],3307,18,,
907,condition1,short,kısa,pencil_short_black,pencil,[0.87],27167,19,,
907,condition1,matte,mat,nails_black_matte,nails,[0.64],5145,20,,
907,condition1,high,yüksek,table_metal_high,table,[0.79],2744,21,,
907,condition1,dry,kuru,shorts_dry_green,shorts,[0],2970,22,,
907,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.41],4186,23,,
907,condition1,striped,çizgili,frog_striped_green,frog,[0],4388,24,,
907,condition1,glasses-wearing,gözlüklü,man2_bearded_glassed,man,[0.01],3337,25,,
907,condition1,happy,mutlu,woman_old_happy,woman,[1],2557,26,,
907,condition1,brown,kahverengi,hair_curly_brown,hair,[0.34],4028,27,,
907,condition1,metal,metal,spoon_metal_clean,spoon,[0],2518,28,,
907,condition1,straight,düz,hair_straight_blond,hair,[0],74206,29,,
907,condition1,glossy,parlak,nails_black_glossy,nails,[0.41],3779,30,,
907,condition1,hat-wearing,şapkalı,man2_bearded_hatted,man,[0],1920,31,,
907,condition1,colored,renkli,picture_colored_rectangular,picture,[0.25],4230,32,,
907,condition1,blond,sarı,hair_curly_blonde,hair,[0.36],3330,33,,
907,condition1,bearded,sakallı,man_old_bearded,man,[0],3300,34,,
907,condition1,square,kare,picture_bw_square,picture,[0],8955,35,,
907,condition1,clean,temiz,spoon_metal_clean,spoon,[0.72],15736,36,,
907,condition1,low,alçak,table_metal_low,table,[0.8],2804,37,,
907,condition1,wet,ıslak,shorts_wet_green,shorts,[0],4522,38,,
907,condition1,round,yuvarlak,earring_big_round,earring,[0.14],5183,39,,
907,condition1,dirty,kirli,spoon_metal_dirty,spoon,[0.65],13839,40,,
907,condition1,fat,şişman,woman2_happy_fat,woman,[0.82],1552,41,,
907,condition1,skinny,zayıf,woman2_happy_skinny,woman,[0.86],1769,42,,
907,condition1,open,açık,box_open_cardboard,box,[0],4049,43,,
907,condition1,black,siyah,nails_black_glossy,nails,[0.1],2911,44,,
907,condition1,red,kırmızı,frog_spotted_red,frog,[0.16],2341,45,,
907,condition1,big,büyük,bottle_glass_big,bottle,[0.82],2129,46,,
907,condition1,blue,mavi,pencil_long_blue,pencil,[0.14],2280,47,,
907,condition1,closed,kapalı,box_closed_cardboard,box,[0],2131,48,,
902,condition1,,,,beyaz,Beyaz,0,1,bot_check,
902,condition1,wooden,tahta,spoon_wooden_clean,spoon,[0.4],18728,3,,
902,condition1,spotted,benekli,frog_spotted_green,frog,[0.79],1890,4,,
902,condition1,curly,kıvırcık,hair_curly_blonde,hair,[0.73],1190,5,,
902,condition1,clean-shaven,sakalsız,man_old_cleanshaven,man,[0.26],951,6,,
902,condition1,matte,mat,nails_black_matte,nails,[0.32],857,7,,
902,condition1,low,alçak,table_metal_low,table,[0.66],1196,8,,
902,condition1,fat,şişman,woman2_happy_fat,woman,[0.34],565,9,,
902,condition1,striped,çizgili,frog_striped_green,frog,[0.69],615,10,,
902,condition1,plastic,plastik,bottle_plastic_big,bottle,[0.36],493,11,,
902,condition1,blue,mavi,pencil_long_blue,pencil,[0.69],841,12,,
902,condition1,young,genç,man_young_bearded,man,[0.35],819,13,,
902,condition1,glass,cam,bottle_glass_big,bottle,[0.6],825,14,,
902,condition1,round,yuvarlak,earring_big_round,earring,[0.39],579,15,,
902,condition1,straight,düz,hair_straight_blond,hair,[0.09],805,16,,
902,condition1,green,yeşil,frog_spotted_green,frog,[0.89],824,17,,
902,condition1,dry,kuru,shorts_dry_green,shorts,[0.8],647,18,,
902,condition1,old,yaşlı,man_old_bearded,man,[0.74],640,19,,
902,condition1,cardboard,karton,box_closed_cardboard,box,[0.18],732,20,,
902,condition1,mustache-touting,bıyıklı,man2_mustached_glassed,man,[0.12],1720,21,,
