workerid,proliferate.condition,adj,label,object,response,rt,slide_number_in_experiment,utterance,error
116,condition1,rectangular,picture_bw_rectangular,picture,[0.08],3018,37,,
116,condition1,black,nails_black_glossy,nails,[0.05],3982,38,,
116,condition1,wooden,spoon_wooden_clean,spoon,[0.21],2696,39,,
116,condition1,skinny,woman2_happy_skinny,woman,[0.91],3424,40,,
116,condition1,wet,shorts_wet_green,shorts,[0.51],3020,41,,
116,condition1,matte,nails_black_matte,nails,[0.32],2663,42,,
116,condition1,big,bottle_glass_big,bottle,[0.96],2441,43,,
116,condition1,small,bottle_glass_small,bottle,[0.99],2140,44,,
116,condition1,glass,bottle_glass_big,bottle,[0.09],2096,45,,
116,condition1,low,table_metal_low,table,[0.92],3651,46,,
116,condition1,brown,hair_curly_brown,hair,[0.16],3679,47,,
116,condition1,triangular,earring_big_triangular,earring,[0.05],2271,48,,
20,condition1,,,Barbara,barbara,0,1,bot_check,
20,condition1,glossy,nails_black_glossy,nails,[0.52],9222,3,,
20,condition1,brown,hair_curly_brown,hair,[0.5],2888,4,,
20,condition1,low,table_metal_low,table,[0.16],5452,5,,
20,condition1,triangular,earring_big_triangular,earring,[0.81],3281,6,,
20,condition1,cardboard,box_closed_cardboard,box,[0.7],2186,7,,
20,condition1,wet,shorts_wet_green,shorts,[0.99],4403,8,,
20,condition1,fat,woman2_happy_fat,woman,[0.97],1823,9,,
20,condition1,glasses-wearing,man2_bearded_glassed,man,[0.01],2847,10,,
20,condition1,big,bottle_glass_big,bottle,[0.94],2524,11,,
20,condition1,striped,frog_striped_green,frog,[0.73],2102,12,,
20,condition1,blue,pencil_long_blue,pencil,[0.5],2795,13,,
20,condition1,short,pencil_short_black,pencil,[0.49],1381,14,,
20,condition1,high,table_metal_high,table,[0.5],1177,15,,
20,condition1,bearded,man_old_bearded,man,[0.5],6429,16,,
20,condition1,closed,box_closed_cardboard,box,[0.95],2959,17,,
20,condition1,rectangular,picture_bw_rectangular,picture,[0.8],2319,18,,
20,condition1,dry,shorts_dry_green,shorts,[0.58],1793,19,,
20,condition1,metal,spoon_metal_clean,spoon,[0.54],1674,20,,
20,condition1,young,man_young_bearded,man,[0.42],1406,21,,
20,condition1,curly,hair_curly_blonde,hair,[0.67],2653,22,,
20,condition1,blond,hair_curly_blonde,hair,[0.73],1661,23,,
20,condition1,glass,bottle_glass_big,bottle,[0.53],3768,24,,
20,condition1,dirty,spoon_metal_dirty,spoon,[0.51],6597,25,,
20,condition1,clean-shaven,man_old_cleanshaven,man,[0.51],1927,26,,
20,condition1,square,picture_bw_square,picture,[0.99],2186,27,,
20,condition1,open,box_open_cardboard,box,[0.9],2584,28,,
20,condition1,green,frog_spotted_green,frog,[0.76],1169,29,,
20,condition1,sad,woman_old_sad,woman,[0.6],978,30,,
20,condition1,small,bottle_glass_small,bottle,[0.44],1197,31,,
20,condition1,long,pencil_long_black,pencil,[0.44],9308,32,,
20,condition1,spotted,frog_spotted_green,frog,[0.52],1459,33,,
20,condition1,black and white,picture_bw_rectangular,picture,[0.57],1016,34,,
20,condition1,black,nails_black_glossy,nails,[0.6],1221,35,,
20,condition1,clean,spoon_metal_clean,spoon,[0.74],1122,36,,
20,condition1,red,frog_spotted_red,frog,[0.73],1033,37,,
20,condition1,mustache-touting,man2_mustached_glassed,man,[0.58],1356,38,,
20,condition1,plastic,bottle_plastic_big,bottle,[0.61],1836,39,,
20,condition1,straight,hair_straight_blond,hair,[0.5],7466,40,,
20,condition1,skinny,woman2_happy_skinny,woman,[0.54],1619,41,,
20,condition1,wooden,spoon_wooden_clean,spoon,[0.72],1401,42,,
20,condition1,round,earring_big_round,earring,[0.34],1631,43,,
20,condition1,colored,picture_colored_rectangular,picture,[0.42],1330,44,,
20,condition1,hat-wearing,man2_bearded_hatted,man,[0.27],2014,45,,
20,condition1,matte,nails_black_matte,nails,[0.3],1939,46,,
20,condition1,old,man_old_bearded,man,[0.39],1562,47,,
20,condition1,happy,woman_old_happy,woman,[0.29],1438,48,,
47,condition1,,,Susan,Susan,0,1,bot_check,
47,condition1,round,earring_big_round,earring,[0.16],17213,3,,
47,condition1,green,frog_spotted_green,frog,[0],3809,4,,
47,condition1,long,pencil_long_black,pencil,[1],5180,5,,
47,condition1,fat,woman2_happy_fat,woman,[0.75],5128,6,,
47,condition1,dirty,spoon_metal_dirty,spoon,[0.75],3013,7,,
47,condition1,skinny,woman2_happy_skinny,woman,[0.71],1537,8,,
47,condition1,curly,hair_curly_blonde,hair,[0.79],2274,9,,
47,condition1,black and white,picture_bw_rectangular,picture,[0.01],2579,10,,
47,condition1,bearded,man_old_bearded,man,[0.01],1954,11,,
47,condition1,sad,woman_old_sad,woman,[0.54],3740,12,,
47,condition1,matte,nails_black_matte,nails,[0.72],4651,13,,
47,condition1,clean-shaven,man_old_cleanshaven,man,[0.01],2037,14,,
47,condition1,closed,box_closed_cardboard,box,[0.27],28116,15,,
47,condition1,colored,picture_colored_rectangular,picture,[0.08],1409,16,,
47,condition1,mustache-touting,man2_mustached_glassed,man,[0.01],10845,17,,
47,condition1,wet,shorts_wet_green,shorts,[0.62],5292,18,,
47,condition1,glossy,nails_black_glossy,nails,[0.42],917,19,,
47,condition1,high,table_metal_high,table,[0.7],1285,20,,
47,condition1,big,bottle_glass_big,bottle,[0.23],1430,21,,
47,condition1,plastic,bottle_plastic_big,bottle,[0.4],751,22,,
47,condition1,dry,shorts_dry_green,shorts,[0.67],579,23,,
47,condition1,old,man_old_bearded,man,[0.31],983,24,,
47,condition1,glass,bottle_glass_big,bottle,[0.7],543,25,,
47,condition1,square,picture_bw_square,picture,[0.15],1314,26,,
47,condition1,red,frog_spotted_red,frog,[0.53],1358,27,,
47,condition1,happy,woman_old_happy,woman,[0.7],541,28,,
47,condition1,triangular,earring_big_triangular,earring,[0.15],1415,29,,
47,condition1,young,man_young_bearded,man,[0.72],822,30,,
47,condition1,straight,hair_straight_blond,hair,[0.65],571,31,,
47,condition1,metal,spoon_metal_clean,spoon,[0.66],1656,32,,
47,condition1,low,table_metal_low,table,[0.74],2868,33,,
47,condition1,cardboard,box_closed_cardboard,box,[0.15],1459,34,,
47,condition1,striped,frog_striped_green,frog,[0.79],10917,35,,
47,condition1,wooden,spoon_wooden_clean,spoon,[0.16],5535,36,,
47,condition1,glasses-wearing,man2_bearded_glassed,man,[0],2787,37,,
47,condition1,rectangular,picture_bw_rectangular,picture,[0.32],1772,38,,
47,condition1,brown,hair_curly_brown,hair,[0.07],1711,39,,
47,condition1,small,bottle_glass_small,bottle,[0.69],1990,40,,
47,condition1,open,box_open_cardboard,box,[0.08],2007,41,,
47,condition1,short,pencil_short_black,pencil,[0.48],1870,42,,
47,condition1,blue,pencil_long_blue,pencil,[0.1],1323,43,,
47,condition1,clean,spoon_metal_clean,spoon,[0.11],1362,44,,
47,condition1,spotted,frog_spotted_green,frog,[0.16],1807,45,,
47,condition1,black,nails_black_glossy,nails,[0.23],1463,46,,
47,condition1,hat-wearing,man2_bearded_hatted,man,[0.05],1231,47,,
47,condition1,blond,hair_curly_blonde,hair,[0.42],3096,48,,
45,condition1,,,Sarah,Sarah,0,1,bot_check,
45,condition1,dirty,spoon_metal_dirty,spoon,[0.51],40620,3,,
45,condition1,short,pencil_short_black,pencil,[0.65],12470,4,,
45,condition1,glass,bottle_glass_big,bottle,[0],4711,5,,
45,condition1,clean-shaven,man_old_cleanshaven,man,[0.74],7551,6,,
45,condition1,young,man_young_bearded,man,[1],3272,7,,
45,condition1,high,table_metal_high,table,[0.75],8743,8,,
45,condition1,square,picture_bw_square,picture,[0],6399,9,,
45,condition1,long,pencil_long_black,pencil,[0.84],5536,10,,
45,condition1,mustache-touting,man2_mustached_glassed,man,[0.52],4544,11,,
45,condition1,metal,spoon_metal_clean,spoon,[0.79],10543,12,,
45,condition1,green,frog_spotted_green,frog,[0.19],6592,13,,
45,condition1,blue,pencil_long_blue,pencil,[0.14],2822,14,,
45,condition1,colored,picture_colored_rectangular,picture,[0.13],3632,15,,
45,condition1,happy,woman_old_happy,woman,[0.63],7256,16,,
45,condition1,glossy,nails_black_glossy,nails,[0.81],3479,17,,
45,condition1,skinny,woman2_happy_skinny,woman,[0.36],6200,18,,
45,condition1,old,man_old_bearded,man,[0.41],4695,19,,
45,condition1,clean,spoon_metal_clean,spoon,[0.71],4360,20,,
45,condition1,black,nails_black_glossy,nails,[0.49],4312,21,,
45,condition1,low,table_metal_low,table,[0.75],4617,22,,
45,condition1,open,box_open_cardboard,box,[0.64],3799,23,,
45,condition1,curly,hair_curly_blonde,hair,[0.82],3271,24,,
45,condition1,fat,woman2_happy_fat,woman,[0.35],2567,25,,
45,condition1,rectangular,picture_bw_rectangular,picture,[0],4698,26,,
45,condition1,plastic,bottle_plastic_big,bottle,[0],2645,27,,
45,condition1,cardboard,box_closed_cardboard,box,[0],2016,28,,
45,condition1,dry,shorts_dry_green,shorts,[0.14],4912,29,,
45,condition1,wooden,spoon_wooden_clean,spoon,[0.5],3879,30,,
45,condition1,straight,hair_straight_blond,hair,[1],7319,31,,
45,condition1,triangular,earring_big_triangular,earring,[0],4087,32,,
45,condition1,small,bottle_glass_small,bottle,[0.26],3496,33,,
45,condition1,wet,shorts_wet_green,shorts,[0.22],3951,34,,
45,condition1,blond,hair_curly_blonde,hair,[0.17],3640,35,,
45,condition1,bearded,man_old_bearded,man,[0.24],2088,36,,
45,condition1,round,earring_big_round,earring,[0.13],2999,37,,
45,condition1,sad,woman_old_sad,woman,[0.54],5367,38,,
45,condition1,spotted,frog_spotted_green,frog,[0.14],3289,39,,
45,condition1,striped,frog_striped_green,frog,[0],2016,40,,
45,condition1,big,bottle_glass_big,bottle,[0.19],4590,41,,
45,condition1,black and white,picture_bw_rectangular,picture,[0.62],7935,42,,
45,condition1,hat-wearing,man2_bearded_hatted,man,[0.77],3719,43,,
45,condition1,matte,nails_black_matte,nails,[0.54],2743,44,,
45,condition1,closed,box_closed_cardboard,box,[0.1],3920,45,,
45,condition1,glasses-wearing,man2_bearded_glassed,man,[0],4585,46,,
45,condition1,brown,hair_curly_brown,hair,[0],7070,47,,
45,condition1,red,frog_spotted_red,frog,[0],2473,48,,
42,condition1,,,Margaret,Margaret,0,1,bot_check,
42,condition1,round,earring_big_round,earring,[0.13],8064,3,,
42,condition1,glass,bottle_glass_big,bottle,[0],3720,4,,
42,condition1,closed,box_closed_cardboard,box,[0.51],3694,5,,
42,condition1,old,man_old_bearded,man,[0.91],3561,6,,
42,condition1,black and white,picture_bw_rectangular,picture,[0.24],4705,7,,
42,condition1,glasses-wearing,man2_bearded_glassed,man,[0.15],3036,8,,
42,condition1,triangular,earring_big_triangular,earring,[0.39],3909,9,,
42,condition1,open,box_open_cardboard,box,[0.51],2421,10,,
42,condition1,wooden,spoon_wooden_clean,spoon,[0.13],2029,11,,
42,condition1,blue,pencil_long_blue,pencil,[0.11],3908,12,,
42,condition1,low,table_metal_low,table,[0.91],3070,13,,
42,condition1,red,frog_spotted_red,frog,[0.18],4000,14,,
42,condition1,straight,hair_straight_blond,hair,[0.49],2982,15,,
42,condition1,short,pencil_short_black,pencil,[0.75],2234,16,,
42,condition1,wet,shorts_wet_green,shorts,[0.51],2818,17,,
42,condition1,curly,hair_curly_blonde,hair,[0.49],2110,18,,
42,condition1,sad,woman_old_sad,woman,[0.88],2698,19,,
42,condition1,glossy,nails_black_glossy,nails,[0.56],2514,20,,
42,condition1,dry,shorts_dry_green,shorts,[0.64],2338,21,,
42,condition1,high,table_metal_high,table,[0.89],2250,22,,
42,condition1,skinny,woman2_happy_skinny,woman,[0.96],2208,23,,
42,condition1,hat-wearing,man2_bearded_hatted,man,[0.2],2432,24,,
42,condition1,big,bottle_glass_big,bottle,[0.83],3260,25,,
42,condition1,brown,hair_curly_brown,hair,[0.17],2170,26,,
42,condition1,striped,frog_striped_green,frog,[0.08],2616,27,,
42,condition1,rectangular,picture_bw_rectangular,picture,[0.27],1797,28,,
42,condition1,metal,spoon_metal_clean,spoon,[0.01],2523,29,,
42,condition1,clean-shaven,man_old_cleanshaven,man,[0.64],2184,30,,
42,condition1,plastic,bottle_plastic_big,bottle,[0.04],3334,31,,
42,condition1,dirty,spoon_metal_dirty,spoon,[0.81],2658,32,,
42,condition1,cardboard,box_closed_cardboard,box,[0.02],2058,33,,
42,condition1,clean,spoon_metal_clean,spoon,[0.7],1736,34,,
42,condition1,young,man_young_bearded,man,[0.93],1744,35,,
42,condition1,blond,hair_curly_blonde,hair,[0.33],4310,36,,
42,condition1,happy,woman_old_happy,woman,[0.88],3104,37,,
42,condition1,mustache-touting,man2_mustached_glassed,man,[0.68],3682,38,,
42,condition1,matte,nails_black_matte,nails,[0.41],4610,39,,
42,condition1,long,pencil_long_black,pencil,[0.87],2542,40,,
42,condition1,small,bottle_glass_small,bottle,[0.91],1958,41,,
42,condition1,fat,woman2_happy_fat,woman,[1],1907,42,,
42,condition1,bearded,man_old_bearded,man,[0.28],1855,43,,
42,condition1,black,nails_black_glossy,nails,[0.12],3000,44,,
42,condition1,colored,picture_colored_rectangular,picture,[0.21],2140,45,,
42,condition1,spotted,frog_spotted_green,frog,[0.13],2274,46,,
42,condition1,square,picture_bw_square,picture,[0.14],3284,47,,
42,condition1,green,frog_spotted_green,frog,[0.12],2430,48,,
37,condition1,,,Margaret,Margaret,0,1,bot_check,
37,condition1,curly,hair_curly_blonde,hair,[0.09],21300,3,,
37,condition1,dirty,spoon_metal_dirty,spoon,[0.59],3502,4,,
37,condition1,closed,box_closed_cardboard,box,[0],2411,5,,
37,condition1,striped,frog_striped_green,frog,[0.18],1998,6,,
37,condition1,small,bottle_glass_small,bottle,[0.61],2024,7,,
37,condition1,long,pencil_long_black,pencil,[0.58],3148,8,,
37,condition1,black and white,picture_bw_rectangular,picture,[0],1542,9,,
37,condition1,triangular,earring_big_triangular,earring,[0],1379,10,,
37,condition1,young,man_young_bearded,man,[0.59],2435,11,,
37,condition1,metal,spoon_metal_clean,spoon,[0],1700,12,,
37,condition1,round,earring_big_round,earring,[0.45],1950,13,,
37,condition1,happy,woman_old_happy,woman,[1],2191,14,,
37,condition1,brown,hair_curly_brown,hair,[0],1610,15,,
37,condition1,plastic,bottle_plastic_big,bottle,[0.03],1583,16,,
37,condition1,mustache-touting,man2_mustached_glassed,man,[0.47],2856,17,,
37,condition1,big,bottle_glass_big,bottle,[0.71],1671,18,,
37,condition1,wet,shorts_wet_green,shorts,[0.19],1596,19,,
37,condition1,bearded,man_old_bearded,man,[0.32],1624,20,,
37,condition1,cardboard,box_closed_cardboard,box,[0.09],3139,21,,
37,condition1,open,box_open_cardboard,box,[0.09],1788,22,,
37,condition1,glossy,nails_black_glossy,nails,[0.61],2413,23,,
37,condition1,glass,bottle_glass_big,bottle,[0.01],1456,24,,
37,condition1,high,table_metal_high,table,[0.18],1839,25,,
37,condition1,fat,woman2_happy_fat,woman,[0.78],1780,26,,
37,condition1,red,frog_spotted_red,frog,[0],1490,27,,
37,condition1,blue,pencil_long_blue,pencil,[0],1379,28,,
37,condition1,clean-shaven,man_old_cleanshaven,man,[0.33],2424,29,,
37,condition1,matte,nails_black_matte,nails,[0.05],1695,30,,
37,condition1,square,picture_bw_square,picture,[0.13],1854,31,,
37,condition1,wooden,spoon_wooden_clean,spoon,[0.15],1392,32,,
37,condition1,spotted,frog_spotted_green,frog,[0.39],2356,33,,
37,condition1,black,nails_black_glossy,nails,[0.06],1288,34,,
37,condition1,short,pencil_short_black,pencil,[0.63],1434,35,,
37,condition1,blond,hair_curly_blonde,hair,[0.21],1983,36,,
37,condition1,sad,woman_old_sad,woman,[0.86],1448,37,,
37,condition1,dry,shorts_dry_green,shorts,[0.18],1441,38,,
37,condition1,old,man_old_bearded,man,[0.79],1348,39,,
37,condition1,skinny,woman2_happy_skinny,woman,[0.81],1135,40,,
37,condition1,green,frog_spotted_green,frog,[0.07],2586,41,,
37,condition1,low,table_metal_low,table,[0.17],1880,42,,
37,condition1,glasses-wearing,man2_bearded_glassed,man,[0.03],1610,43,,
37,condition1,colored,picture_colored_rectangular,picture,[0.08],2667,44,,
37,condition1,hat-wearing,man2_bearded_hatted,man,[0.14],1919,45,,
37,condition1,rectangular,picture_bw_rectangular,picture,[0.07],1598,46,,
37,condition1,straight,hair_straight_blond,hair,[0.68],2424,47,,
37,condition1,clean,spoon_metal_clean,spoon,[0.74],1374,48,,
17,condition1,,,Jessica,Jessica,0,1,bot_check,
17,condition1,straight,hair_straight_blond,hair,[0.06],8616,3,,
17,condition1,striped,frog_striped_green,frog,[0.04],4413,4,,
17,condition1,young,man_young_bearded,man,[0.55],5760,5,,
17,condition1,open,box_open_cardboard,box,[0.06],6143,6,,
17,condition1,brown,hair_curly_brown,hair,[0.05],4382,7,,
17,condition1,curly,hair_curly_blonde,hair,[0.33],4141,8,,
17,condition1,glass,bottle_glass_big,bottle,[0],3634,9,,
17,condition1,hat-wearing,man2_bearded_hatted,man,[0],3029,10,,
17,condition1,fat,woman2_happy_fat,woman,[0.68],6625,11,,
17,condition1,black and white,picture_bw_rectangular,picture,[0.07],6313,12,,
17,condition1,rectangular,picture_bw_rectangular,picture,[0],2636,13,,
17,condition1,bearded,man_old_bearded,man,[0],2779,14,,
17,condition1,plastic,bottle_plastic_big,bottle,[0],3460,15,,
17,condition1,colored,picture_colored_rectangular,picture,[0.48],6560,16,,
17,condition1,low,table_metal_low,table,[0.47],8403,17,,
17,condition1,clean,spoon_metal_clean,spoon,[0.3],3868,18,,
17,condition1,glasses-wearing,man2_bearded_glassed,man,[0.01],3219,19,,
17,condition1,blond,hair_curly_blonde,hair,[0.09],3830,20,,
17,condition1,small,bottle_glass_small,bottle,[0.51],5328,21,,
17,condition1,red,frog_spotted_red,frog,[0.04],3772,22,,
17,condition1,big,bottle_glass_big,bottle,[0.56],10709,23,,
17,condition1,square,picture_bw_square,picture,[0],3886,24,,
17,condition1,wooden,spoon_wooden_clean,spoon,[0],3940,25,,
17,condition1,spotted,frog_spotted_green,frog,[0.02],2684,26,,
17,condition1,mustache-touting,man2_mustached_glassed,man,[0.05],5279,27,,
17,condition1,green,frog_spotted_green,frog,[0.05],2530,28,,
17,condition1,closed,box_closed_cardboard,box,[0.3],3798,29,,
17,condition1,dry,shorts_dry_green,shorts,[0.14],5053,30,,
17,condition1,triangular,earring_big_triangular,earring,[0.01],3749,31,,
17,condition1,old,man_old_bearded,man,[0.65],8042,32,,
17,condition1,blue,pencil_long_blue,pencil,[0.05],4030,33,,
17,condition1,wet,shorts_wet_green,shorts,[0.08],2923,34,,
17,condition1,sad,woman_old_sad,woman,[0.51],6440,35,,
17,condition1,round,earring_big_round,earring,[0.05],2852,36,,
17,condition1,long,pencil_long_black,pencil,[0.41],4718,37,,
17,condition1,clean-shaven,man_old_cleanshaven,man,[0.09],2417,38,,
17,condition1,glossy,nails_black_glossy,nails,[0.25],3222,39,,
17,condition1,happy,woman_old_happy,woman,[0.83],3028,40,,
17,condition1,matte,nails_black_matte,nails,[0.04],4590,41,,
17,condition1,short,pencil_short_black,pencil,[0.44],3131,42,,
17,condition1,skinny,woman2_happy_skinny,woman,[0.58],5111,43,,
17,condition1,metal,spoon_metal_clean,spoon,[0],3323,44,,
17,condition1,high,table_metal_high,table,[0.5],3636,45,,
17,condition1,cardboard,box_closed_cardboard,box,[0.06],3020,46,,
17,condition1,black,nails_black_glossy,nails,[0.21],4284,47,,
17,condition1,dirty,spoon_metal_dirty,spoon,[0.42],6490,48,,
11,condition1,,,Patricia,Patricia,0,1,bot_check,
11,condition1,short,pencil_short_black,pencil,[0.52],10789,3,,
11,condition1,young,man_young_bearded,man,[0.33],3687,4,,
11,condition1,black and white,picture_bw_rectangular,picture,[0.52],6847,5,,
11,condition1,colored,picture_colored_rectangular,picture,[0.21],8681,6,,
11,condition1,round,earring_big_round,earring,[0],4877,7,,
11,condition1,closed,box_closed_cardboard,box,[0],3248,8,,
11,condition1,glossy,nails_black_glossy,nails,[0.31],6165,9,,
11,condition1,low,table_metal_low,table,[0.63],3848,10,,
11,condition1,long,pencil_long_black,pencil,[0.69],2318,11,,
11,condition1,metal,spoon_metal_clean,spoon,[0],3032,12,,
11,condition1,fat,woman2_happy_fat,woman,[0.64],2390,13,,
11,condition1,striped,frog_striped_green,frog,[0],3048,14,,
11,condition1,dry,shorts_dry_green,shorts,[0],2581,15,,
11,condition1,clean-shaven,man_old_cleanshaven,man,[0.21],4775,16,,
11,condition1,triangular,earring_big_triangular,earring,[0],2697,17,,
11,condition1,dirty,spoon_metal_dirty,spoon,[0.72],2174,18,,
11,condition1,big,bottle_glass_big,bottle,[0.69],1937,19,,
11,condition1,curly,hair_curly_blonde,hair,[0.22],4464,20,,
11,condition1,wet,shorts_wet_green,shorts,[0.21],4830,21,,
11,condition1,mustache-touting,man2_mustached_glassed,man,[0.69],3332,22,,
11,condition1,brown,hair_curly_brown,hair,[0],2633,23,,
11,condition1,sad,woman_old_sad,woman,[0.69],3492,24,,
11,condition1,wooden,spoon_wooden_clean,spoon,[0],2801,25,,
11,condition1,blue,pencil_long_blue,pencil,[0],2577,26,,
11,condition1,square,picture_bw_square,picture,[0],2061,27,,
11,condition1,black,nails_black_glossy,nails,[0],2026,28,,
11,condition1,plastic,bottle_plastic_big,bottle,[0],2518,29,,
11,condition1,straight,hair_straight_blond,hair,[0],2441,30,,
11,condition1,red,frog_spotted_red,frog,[0],2302,31,,
11,condition1,glasses-wearing,man2_bearded_glassed,man,[0],2826,32,,
11,condition1,blond,hair_curly_blonde,hair,[0.17],3092,33,,
11,condition1,bearded,man_old_bearded,man,[0],1962,34,,
11,condition1,clean,spoon_metal_clean,spoon,[0.68],2502,35,,
11,condition1,high,table_metal_high,table,[0.74],2125,36,,
11,condition1,skinny,woman2_happy_skinny,woman,[0.74],2201,37,,
11,condition1,old,man_old_bearded,man,[0.67],5658,38,,
11,condition1,small,bottle_glass_small,bottle,[0.73],2817,39,,
11,condition1,spotted,frog_spotted_green,frog,[0],2830,40,,
11,condition1,matte,nails_black_matte,nails,[0.04],5050,41,,
11,condition1,green,frog_spotted_green,frog,[0],2805,42,,
11,condition1,happy,woman_old_happy,woman,[0.67],4088,43,,
11,condition1,hat-wearing,man2_bearded_hatted,man,[0],2865,44,,
11,condition1,glass,bottle_glass_big,bottle,[0],2278,45,,
11,condition1,rectangular,picture_bw_rectangular,picture,[0],1834,46,,
11,condition1,open,box_open_cardboard,box,[0],2262,47,,
11,condition1,cardboard,box_closed_cardboard,box,[0],1930,48,,
19,condition1,,,Barbara,Barbara,0,1,bot_check,
19,condition1,rectangular,picture_bw_rectangular,picture,[0.33],23877,3,,
19,condition1,plastic,bottle_plastic_big,bottle,[0.1],6656,4,,
19,condition1,sad,woman_old_sad,woman,[0.88],7856,5,,
19,condition1,curly,hair_curly_blonde,hair,[0.55],7216,6,,
19,condition1,high,table_metal_high,table,[0.94],10080,7,,
19,condition1,wet,shorts_wet_green,shorts,[0.03],8872,8,,
19,condition1,dirty,spoon_metal_dirty,spoon,[0.3],8560,9,,
19,condition1,matte,nails_black_matte,nails,[0],5496,10,,
19,condition1,clean,spoon_metal_clean,spoon,[0.04],5335,11,,
19,condition1,glasses-wearing,man2_bearded_glassed,man,[0],5713,12,,
19,condition1,triangular,earring_big_triangular,earring,[0.32],4936,13,,
19,condition1,clean-shaven,man_old_cleanshaven,man,[0],26847,14,,
19,condition1,square,picture_bw_square,picture,[0],6976,15,,
19,condition1,black and white,picture_bw_rectangular,picture,[0.13],7224,16,,
19,condition1,striped,frog_striped_green,frog,[0],5640,17,,
19,condition1,cardboard,box_closed_cardboard,box,[0],3184,18,,
19,condition1,hat-wearing,man2_bearded_hatted,man,[0],2951,19,,
19,condition1,short,pencil_short_black,pencil,[0.83],7144,20,,
19,condition1,long,pencil_long_black,pencil,[0.76],3872,21,,
19,condition1,low,table_metal_low,table,[0.7],2416,22,,
19,condition1,glass,bottle_glass_big,bottle,[0],3320,23,,
19,condition1,glossy,nails_black_glossy,nails,[0.05],4360,24,,
19,condition1,green,frog_spotted_green,frog,[0.5],7176,25,,
19,condition1,wooden,spoon_wooden_clean,spoon,[0.26],4895,26,,
19,condition1,blond,hair_curly_blonde,hair,[0.05],2968,27,,
19,condition1,closed,box_closed_cardboard,box,[0],2904,28,,
19,condition1,open,box_open_cardboard,box,[0],3040,29,,
19,condition1,brown,hair_curly_brown,hair,[0.5],4367,30,,
19,condition1,bearded,man_old_bearded,man,[0.4],5384,31,,
19,condition1,small,bottle_glass_small,bottle,[0.81],5360,32,,
19,condition1,old,man_old_bearded,man,[0.91],4016,33,,
19,condition1,dry,shorts_dry_green,shorts,[0.16],4551,34,,
19,condition1,black,nails_black_glossy,nails,[0.34],3992,35,,
19,condition1,skinny,woman2_happy_skinny,woman,[0.81],2776,36,,
19,condition1,happy,woman_old_happy,woman,[1],4488,37,,
19,condition1,blue,pencil_long_blue,pencil,[0.77],2279,38,,
19,condition1,mustache-touting,man2_mustached_glassed,man,[0.28],9663,39,,
19,condition1,round,earring_big_round,earring,[0.06],4817,40,,
19,condition1,colored,picture_colored_rectangular,picture,[0.18],4744,41,,
19,condition1,fat,woman2_happy_fat,woman,[0.62],6288,42,,
19,condition1,young,man_young_bearded,man,[0.95],2904,43,,
19,condition1,big,bottle_glass_big,bottle,[0.84],2399,44,,
