workerid,proliferate.condition,adj1,adj2,label,left_end,left_end_tr,object,response,right_end,right_end_tr,rt,slide_number_in_experiment,trial_type,error
910,condition1,colored,square,picture_colored_square,"""square colored picture""","""kare renkli resim""",picture,[0],"""colored square picture""","""renkli kare resim""",6309,59,,
910,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""","""karton açık kutu""",box,[1],"""open cardboard box""","""açık karton kutu""",3234,60,,
910,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""","""gözlüklü sakallı adam""",man,[0],"""bearded glasses-wearing man""","""sakallı gözlüklü adam""",4504,61,,
910,condition1,striped,green,frog_striped_green,"""striped green frog""","""çizgili yeşil kurbağa""",frog,[1],"""green striped frog""","""yeşil çizgili kurbağa""",2738,62,,
953,condition1,,,,,,beyaz,beyaz,,,0,1,bot_check,
953,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""","""şapkalı sakallı adam""",man,[0.51],"""bearded hat-wearing man""","""sakallı şapkalı adam""",15760,3,,
953,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""","""kıvırcık sarı saç""",hair,[0.77],"""blond curly hair""","""sarı kıvırcık saç""",7183,4,,
953,condition1,glass,small,bottle_glass_small,"""glass small bottle""","""cam küçük şişe""",bottle,[0.82],"""small glass bottle""","""küçük cam şişe""",4856,5,,
953,condition1,long,black,pencil_long_black,"""long black pencil""","""uzun siyah kalem""",pencil,[0.87],"""black long pencil""","""siyah uzun kalem""",3305,6,,
953,condition1,old,bearded,man_old_bearded,"""bearded old man""","""sakallı yaşlı adam""",man,[0.92],"""old bearded man""","""yaşlı sakallı adam""",4007,7,,
953,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""","""renkli dikdörtgen resim""",picture,[0.78],"""rectangular colored picture""","""dikdörtgen renkli resim""",34152,8,,
953,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""","""sakalsız yaşlı adam""",man,[0.84],"""old clean-shaven man""","""yaşlı sakalsız adam""",2392,9,,
953,condition1,striped,green,frog_striped_green,"""green striped frog""","""yeşil çizgili kurbağa""",frog,[0.5],"""striped green frog""","""çizgili yeşil kurbağa""",4376,10,,
953,condition1,wet,red,shorts_wet_red,"""wet red shorts""","""ıslak kırmızı şort""",shorts,[0.4],"""red wet shorts""","""kırmızı ıslak şort""",31816,11,,
953,condition1,big,triangular,earring_big_triangular,"""triangular big earring""","""üçgen büyük küpe""",earring,[0.57],"""big triangular earring""","""büyük üçgen küpe""",92920,12,,
953,condition1,open,wooden,box_open_wood,"""open wooden box""","""açık tahta kutu""",box,[0.76],"""wooden open box""","""tahta açık kutu""",4200,13,,
953,condition1,black and white,square,picture_bw_square,"""black and white square picture""","""siyah beyaz kare resim""",picture,[0.13],"""square black and white picture""","""kare siyah beyaz resim""",11256,14,,
953,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""","""bıyıklı şapkalı adam""",man,[0.7],"""hat-wearing mustache-touting man""","""şapkalı bıyıklı adam""",23088,15,,
953,condition1,long,blue,pencil_long_blue,"""long blue pencil""","""uzun mavi kalem""",pencil,[0.24],"""blue long pencil""","""mavi uzun kalem""",6408,16,,
953,condition1,spotted,green,frog_spotted_green,"""spotted green frog""","""benekli yeşil kurbağa""",frog,[0.76],"""green spotted frog""","""yeşil benekli kurbağa""",10752,17,,
953,condition1,old,sad,woman_old_sad,"""old sad woman""","""yaşlı mutsuz kadın""",woman,[0.74],"""sad old woman""","""mutsuz yaşlı kadın""",2568,18,,
953,condition1,short,black,pencil_short_black,"""black short pencil""","""siyah kısa kalem""",pencil,[0.2],"""short black pencil""","""kısa siyah kalem""",7384,19,,
953,condition1,small,triangular,earring_small_triangular,"""small triangular earring""","""küçük üçgen küpe""",earring,[0.22],"""triangular small earring""","""üçgen küçük küpe""",3384,20,,
953,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""","""karton kapalı kutu""",box,[0.2],"""closed cardboard box""","""kapalı karton kutu""",2504,21,,
953,condition1,dry,red,shorts_dry_red,"""dry red shorts""","""kuru kırmızı şort""",shorts,[0.76],"""red dry shorts""","""kırmızı kuru şort""",5632,22,,
953,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""","""zayıf mutlu kadın""",woman,[0.84],"""happy skinny woman""","""mutlu zayıf kadın""",3520,23,,
953,condition1,metal,high,table_metal_high,"""metal high table""","""metal yüksek masa""",table,[0.75],"""high metal table""","""yüksek metal masa""",2760,24,,
953,condition1,wooden,low,table_wood_low,"""wooden low table""","""tahta alçak masa""",table,[0.74],"""low wooden table""","""alçak tahta masa""",4280,25,,
953,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",picture,[0.19],"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",3432,26,,
953,condition1,striped,red,frog_striped_red,"""striped red frog""","""çizgili kırmızı kurbağa""",frog,[0.82],"""red striped frog""","""kırmızı çizgili kurbağa""",2816,27,,
953,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""","""temiz tahta kaşık""",spoon,[0.07],"""wooden clean spoon""","""tahta temiz kaşık""",3744,28,,
953,condition1,wet,green,shorts_wet_green,"""wet green shorts""","""ıslak yeşil şort""",shorts,[0.53],"""green wet shorts""","""yeşil ıslak şort""",5568,29,,
953,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""","""mutsuz zayıf kadın""",woman,[0.06],"""skinny sad woman""","""zayıf mutsuz kadın""",3976,30,,
953,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""","""genç sakalsız adam""",man,[0.85],"""clean-shaven young man""","""sakalsız genç adam""",7992,31,,
953,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""","""kirli tahta kaşık""",spoon,[0.06],"""wooden dirty spoon""","""tahta kirli kaşık""",6712,32,,
953,condition1,small,round,earring_small_round,"""round small earring""","""yuvarlak küçük küpe""",earring,[0.82],"""small round earring""","""küçük yuvarlak küpe""",3616,33,,
953,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""","""mutsuz şişman kadın""",woman,[0.82],"""fat sad woman""","""şişman mutsuz kadın""",18360,34,,
953,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""","""bıyıklı gözlüklü adam""",man,[1],"""glasses-wearing mustache-touting man""","""gözlüklü bıyıklı adam""",7000,35,,
953,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""","""kirli metal kaşık""",spoon,[0.04],"""metal dirty spoon""","""metal kirli kaşık""",3615,36,,
953,condition1,young,happy,woman_young_happy,"""young happy woman""","""genç mutlu kadın""",woman,[0.9],"""happy young woman""","""mutlu genç kadın""",12911,37,,
953,condition1,dry,green,shorts_dry_green,"""green dry shorts""","""yeşil kuru şort""",shorts,[0.91],"""dry green shorts""","""kuru yeşil şort""",8217,38,,
953,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""","""gözlüklü sakallı adam""",man,[0.9],"""bearded glasses-wearing man""","""sakallı gözlüklü adam""",8775,39,,
953,condition1,short,blue,pencil_short_blue,"""short blue pencil""","""kısa mavi kalem""",pencil,[0.92],"""blue short pencil""","""mavi kısa kalem""",5336,40,,
953,condition1,black,glossy,nails_black_glossy,"""glossy black nails""","""parlak siyah oje""",nails,[0.89],"""black glossy nails""","""siyah parlak oje""",6968,41,,
953,condition1,black,matte,nails_black_matte,"""black matte nails""","""siyah mat oje""",nails,[0.09],"""matte black nails""","""mat siyah oje""",2616,42,,
953,condition1,glass,big,bottle_glass_big,"""glass big bottle""","""cam büyük şişe""",bottle,[0.88],"""big glass bottle""","""büyük cam şişe""",2177,43,,
953,condition1,closed,wooden,box_closed_wood,"""closed wooden box""","""kapalı tahta kutu""",box,[0.88],"""wooden closed box""","""tahta kapalı kutu""",41766,44,,
953,condition1,spotted,red,frog_spotted_red,"""spotted red frog""","""benekli kırmızı kurbağa""",frog,[0.93],"""red spotted frog""","""kırmızı benekli kurbağa""",2591,45,,
953,condition1,wooden,high,table_wood_high,"""high wooden table""","""yüksek tahta masa""",table,[0.08],"""wooden high table""","""tahta yüksek masa""",3200,46,,
953,condition1,old,happy,woman_old_happy,"""old happy woman""","""yaşlı mutlu kadın""",woman,[0.94],"""happy old woman""","""mutlu yaşlı kadın""",3464,47,,
953,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""","""plastik küçük şişe""",bottle,[0.92],"""small plastic bottle""","""küçük plastik şişe""",2704,48,,
953,condition1,young,sad,woman_young_sad,"""sad young woman""","""mutsuz genç kadın""",woman,[0.08],"""young sad woman""","""genç mutsuz kadın""",3856,49,,
953,condition1,red,glossy,nails_red_glossy,"""red glossy nails""","""kırmızı parlak oje""",nails,[0.07],"""glossy red nails""","""parlak kırmızı oje""",3919,50,,
953,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""","""açık karton kutu""",box,[0.03],"""cardboard open box""","""karton açık kutu""",4529,51,,
953,condition1,young,bearded,man_young_bearded,"""young bearded man""","""genç sakallı adam""",man,[0.92],"""bearded young man""","""sakallı genç adam""",4279,52,,
953,condition1,curly,brown,hair_curly_brown,"""brown curly hair""","""kahverengi kıvırcık saç""",hair,[0.07],"""curly brown hair""","""kıvırcık kahverengi saç""",5903,53,,
953,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""","""mutlu şişman kadın""",woman,[0.05],"""fat happy woman""","""şişman mutlu kadın""",4121,54,,
953,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""","""metal temiz kaşık""",spoon,[0.92],"""clean metal spoon""","""temiz metal kaşık""",5360,55,,
953,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""","""plastik büyük şişe""",bottle,[0.89],"""big plastic bottle""","""büyük plastik şişe""",3145,56,,
953,condition1,red,matte,nails_red_matte,"""red matte nails""","""kırmızı mat oje""",nails,[0.06],"""matte red nails""","""mat kırmızı oje""",2710,57,,
953,condition1,big,round,earring_big_round,"""big round earring""","""büyük yuvarlak küpe""",earring,[0.92],"""round big earring""","""yuvarlak büyük küpe""",2633,58,,
953,condition1,straight,brown,hair_straight_brown,"""brown straight hair""","""kahverengi düz saç""",hair,[0.03],"""straight brown hair""","""düz kahverengi saç""",2648,59,,
953,condition1,metal,low,table_metal_low,"""metal low table""","""metal alçak masa""",table,[0.91],"""low metal table""","""alçak metal masa""",6592,60,,
953,condition1,colored,square,picture_colored_square,"""square colored picture""","""kare renkli resim""",picture,[0.97],"""colored square picture""","""renkli kare resim""",4464,61,,
953,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""","""sarı düz saç""",hair,[0.95],"""straight blond hair""","""düz sarı saç""",2817,62,,
952,condition1,,,,,,beyaz,beyaz,,,0,1,bot_check,
952,condition1,wooden,high,table_wood_high,"""high wooden table""","""yüksek tahta masa""",table,[0.12],"""wooden high table""","""tahta yüksek masa""",18294,3,,
952,condition1,black,glossy,nails_black_glossy,"""black glossy nails""","""siyah parlak oje""",nails,[0.94],"""glossy black nails""","""parlak siyah oje""",5631,4,,
952,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""","""karton açık kutu""",box,[0.92],"""open cardboard box""","""açık karton kutu""",3334,5,,
952,condition1,striped,green,frog_striped_green,"""striped green frog""","""çizgili yeşil kurbağa""",frog,[0.94],"""green striped frog""","""yeşil çizgili kurbağa""",5153,6,,
952,condition1,spotted,red,frog_spotted_red,"""red spotted frog""","""kırmızı benekli kurbağa""",frog,[0],"""spotted red frog""","""benekli kırmızı kurbağa""",3199,7,,
952,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""","""kirli tahta kaşık""",spoon,[0.02],"""wooden dirty spoon""","""tahta kirli kaşık""",6104,8,,
952,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""","""mutlu zayıf kadın""",woman,[0.96],"""skinny happy woman""","""zayıf mutlu kadın""",3172,9,,
952,condition1,young,sad,woman_young_sad,"""sad young woman""","""mutsuz genç kadın""",woman,[0.03],"""young sad woman""","""genç mutsuz kadın""",5984,10,,
952,condition1,curly,brown,hair_curly_brown,"""curly brown hair""","""kıvırcık kahverengi saç""",hair,[0.94],"""brown curly hair""","""kahverengi kıvırcık saç""",2983,11,,
952,condition1,red,glossy,nails_red_glossy,"""glossy red nails""","""parlak kırmızı oje""",nails,[0.97],"""red glossy nails""","""kırmızı parlak oje""",2879,12,,
952,condition1,glass,big,bottle_glass_big,"""glass big bottle""","""cam büyük şişe""",bottle,[0.99],"""big glass bottle""","""büyük cam şişe""",2961,13,,
952,condition1,old,sad,woman_old_sad,"""sad old woman""","""mutsuz yaşlı kadın""",woman,[0],"""old sad woman""","""yaşlı mutsuz kadın""",2703,14,,
952,condition1,old,bearded,man_old_bearded,"""old bearded man""","""yaşlı sakallı adam""",man,[0.02],"""bearded old man""","""sakallı yaşlı adam""",4751,15,,
952,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""","""kirli metal kaşık""",spoon,[0.03],"""metal dirty spoon""","""metal kirli kaşık""",2231,16,,
952,condition1,short,black,pencil_short_black,"""short black pencil""","""kısa siyah kalem""",pencil,[0.01],"""black short pencil""","""siyah kısa kalem""",3055,17,,
952,condition1,big,round,earring_big_round,"""big round earring""","""büyük yuvarlak küpe""",earring,[0.99],"""round big earring""","""yuvarlak büyük küpe""",12992,18,,
952,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""","""renkli dikdörtgen resim""",picture,[0.01],"""rectangular colored picture""","""dikdörtgen renkli resim""",10716,19,,
952,condition1,wooden,low,table_wood_low,"""wooden low table""","""tahta alçak masa""",table,[0.03],"""low wooden table""","""alçak tahta masa""",3031,20,,
952,condition1,young,happy,woman_young_happy,"""happy young woman""","""mutlu genç kadın""",woman,[0.01],"""young happy woman""","""genç mutlu kadın""",2583,21,,
952,condition1,open,wooden,box_open_wood,"""wooden open box""","""tahta açık kutu""",box,[0.98],"""open wooden box""","""açık tahta kutu""",4112,22,,
952,condition1,spotted,green,frog_spotted_green,"""green spotted frog""","""yeşil benekli kurbağa""",frog,[0.01],"""spotted green frog""","""benekli yeşil kurbağa""",2449,23,,
952,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""","""sakalsız genç adam""",man,[0.03],"""young clean-shaven man""","""genç sakalsız adam""",4095,24,,
952,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""","""gözlüklü bıyıklı adam""",man,[0.98],"""mustache-touting glasses-wearing man""","""bıyıklı gözlüklü adam""",6976,25,,
952,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""","""küçük plastik şişe""",bottle,[0.03],"""plastic small bottle""","""plastik küçük şişe""",2767,26,,
